filename,distance_km,elevation_gain,elevation_loss,max_elevation,min_elevation,max_slope,mean_slope,pct_over_30,pct_over_40,pct_over_45,mean_aspect,rugosity_mean,exposed_pct,difficulty
"Entre antigues parrÃ²quies de GombrÃ¨n, CampdevÃ nol i les Lloses",13.0,1338.0,1338.0,1396.0,866.0,78.3,7.23,0.12,0.09,0.07,33.89,10.02,0.0,difícil
Eriste â€“ Casa de Conques â€“ Anciles,6.54,181.0,165.0,1148.0,1081.0,57.86,2.76,0.02,0.01,0.01,264.26,3.67,0.0,sendero fácil
Espalias,8.21,762.0,762.0,1006.0,638.0,78.64,7.22,0.09,0.08,0.07,3.42,10.16,0.0,difícil
Estana al Coll de la Canal del Cristall,5.55,1233.0,278.0,2490.0,1500.0,84.36,9.12,0.15,0.12,0.1,186.45,12.3,0.0,alpinismo ligero
Estany de MontcortÃ¨s i Bosc Encantat,20.67,1643.0,1612.0,1134.0,801.0,85.07,6.01,0.09,0.07,0.06,323.21,8.45,0.0,difícil
Estanys de la Pera,10.89,783.0,781.0,2435.0,2138.0,83.94,5.59,0.09,0.07,0.06,330.6,7.88,0.0,difícil
Etangs de Fontargente et de l'Estagnol en boucle,13.23,1391.0,1178.0,2166.0,1697.0,86.07,6.65,0.1,0.07,0.06,277.06,9.27,0.0,alta montaña
Etapa 07,14.07,525.0,422.0,644.0,530.0,73.46,3.27,0.05,0.02,0.01,18.39,4.58,0.0,moderado
Etapa 08,14.1,1746.0,1343.0,1048.0,633.0,88.33,4.78,0.07,0.06,0.06,41.47,6.69,0.0,difícil
Etapa 09,8.71,1184.0,908.0,1682.0,960.0,86.3,4.44,0.06,0.05,0.05,25.21,6.22,0.0,difícil
Etapa 10,14.69,1676.0,1924.0,1500.0,925.0,86.36,5.81,0.08,0.07,0.07,31.98,8.11,0.0,difícil
Etapa 11,17.4,1482.0,1870.0,1442.0,824.0,85.37,4.73,0.07,0.06,0.06,299.16,6.62,0.0,difícil
Etapa 12,17.05,1870.0,1680.0,1453.0,844.0,82.19,6.85,0.11,0.09,0.07,98.45,9.36,0.0,difícil
Etapa 13,14.28,1125.0,1401.0,1280.0,733.0,82.19,6.82,0.09,0.06,0.05,138.22,9.38,0.0,difícil
Etapa 14,15.95,1130.0,1251.0,1126.0,621.0,83.78,4.89,0.06,0.05,0.04,102.97,6.76,0.0,difícil
Etapa 15,14.18,1066.0,1007.0,806.0,589.0,79.85,6.33,0.09,0.07,0.06,32.67,8.69,0.0,difícil
Etapa 16,13.8,1920.0,951.0,1651.0,669.0,79.97,8.85,0.12,0.09,0.08,101.17,12.11,0.0,alta montaña
Etapa 17,11.41,989.0,912.0,2071.0,1600.0,80.96,6.31,0.09,0.08,0.07,47.97,8.82,0.0,difícil
Etapa 18,12.06,496.0,1394.0,1763.0,820.0,81.75,5.85,0.09,0.07,0.06,128.5,8.04,0.0,difícil
Etapa 19,18.79,1828.0,1957.0,1099.0,690.0,84.48,6.83,0.1,0.09,0.08,91.37,9.49,0.0,alta montaña
Etapa 20,20.46,1787.0,1139.0,1478.0,675.0,80.72,7.31,0.11,0.07,0.06,112.99,9.75,0.0,difícil
Etapa 21,11.86,1321.0,1147.0,1612.0,1120.0,79.32,9.35,0.15,0.11,0.07,92.2,12.76,0.0,difícil
Etapa 22,19.67,1231.0,1721.0,1518.0,1028.0,73.2,7.4,0.09,0.05,0.03,64.17,10.04,0.0,difícil
Etapa 23,19.35,679.0,557.0,1336.0,1028.0,79.74,4.18,0.03,0.02,0.01,65.73,5.64,0.0,moderado
Etapa 24,12.97,1617.0,665.0,2102.0,1150.0,72.58,7.95,0.1,0.06,0.04,158.34,10.39,0.0,difícil
Etapa 25,14.11,1368.0,2089.0,2110.0,1054.0,82.21,8.91,0.15,0.11,0.08,98.23,12.28,0.0,alpinismo ligero
Etapa 26,8.2,1032.0,1092.0,1518.0,1315.0,85.83,6.53,0.09,0.08,0.08,108.72,8.84,0.0,alta montaña
Etapa 27,15.19,1440.0,2073.0,1372.0,735.0,79.29,8.44,0.12,0.09,0.07,137.76,11.58,0.0,difícil
Etapa 28,21.47,2625.0,2581.0,1472.0,735.0,86.18,7.32,0.11,0.09,0.08,89.09,10.11,0.0,alpinismo ligero
Etapa 29,6.95,783.0,613.0,1136.0,763.0,83.3,6.77,0.09,0.08,0.06,163.58,9.11,0.0,difícil
Fageda de Carlac,14.97,1475.0,1464.0,1269.0,911.0,85.09,9.95,0.14,0.11,0.09,165.66,13.5,0.0,alta montaña
Fauna de Montiberri,4.65,652.0,460.0,1161.0,831.0,85.37,5.58,0.08,0.07,0.07,121.58,7.7,0.0,difícil
Ginaste - ViÃ±als - Estet - Bono,6.26,509.0,429.0,1182.0,1000.0,63.67,7.1,0.09,0.06,0.05,10.96,9.16,0.0,moderado
GR 10A,10.56,1184.0,1659.0,2420.0,1638.0,87.6,7.2,0.11,0.09,0.08,97.18,10.03,0.0,alpinismo ligero
GR 7 - Andorra,47.6,4912.0,6786.0,2841.0,853.0,86.04,7.94,0.12,0.1,0.09,229.15,10.93,0.0,alpinismo ligero
Grand circuit dans la RÃ©serve Naturelle du Mont Valier,23.12,3058.0,3885.0,2459.0,937.0,88.85,7.25,0.11,0.1,0.09,242.66,10.01,0.0,alpinismo ligero
Grand circuit des lacs via le refuge du Maupas,23.37,4217.0,2898.0,2456.0,1131.0,87.33,8.65,0.13,0.11,0.1,149.75,12.03,0.0,alpinismo ligero
Grand tour Sourroque,5.54,506.0,442.0,975.0,783.0,77.64,7.85,0.1,0.06,0.05,267.21,10.71,0.0,difícil
Grande boucle autour de l'Hospice de France,16.39,2465.0,2428.0,2514.0,1381.0,88.27,6.13,0.09,0.08,0.08,164.98,8.51,0.0,alpinismo ligero
GRP Ax-Orgeix,1.18,28.0,25.0,834.0,817.0,15.53,2.64,0.0,0.0,0.0,104.93,3.32,0.0,sendero fácil
GRP La volta a Andorra,111.02,14563.0,14608.0,2841.0,886.0,86.61,7.51,0.11,0.09,0.08,194.81,10.35,0.0,alpinismo ligero
GRP Tour de La BarguillÃ¨re,62.54,4310.0,3588.0,1690.0,442.0,83.19,6.86,0.08,0.04,0.03,120.8,8.98,0.0,alta montaña
Guardiola de BerguedÃ  - Collada Grossa,8.76,1449.0,687.0,1602.0,730.0,87.31,5.91,0.1,0.06,0.05,19.63,8.21,0.0,difícil
GÃ©nat-Lapege,4.67,423.0,703.0,1225.0,883.0,77.56,9.24,0.14,0.11,0.11,33.2,12.92,0.0,difícil
Hostalet - Puimolar - Hostalet,14.53,1435.0,1545.0,1326.0,914.0,80.65,10.24,0.15,0.1,0.08,148.56,13.96,0.0,alpinismo ligero
HRP Variante 23.1,9.98,724.0,878.0,2354.0,1894.0,74.2,8.84,0.12,0.09,0.06,277.94,11.88,0.0,difícil
HRP Variante 24.1,13.2,1282.0,443.0,2101.0,1241.0,83.53,4.92,0.07,0.05,0.04,178.9,6.83,0.0,difícil
HRP Variante 25.1,16.39,2185.0,1025.0,2640.0,1261.0,84.51,6.39,0.08,0.06,0.05,82.41,8.61,0.0,alta montaña
HRP Variante 27.1,17.21,2216.0,2356.0,1624.0,1136.0,84.57,8.22,0.13,0.1,0.09,92.77,11.52,0.0,alpinismo ligero
HRP Variante 28.1,3.42,783.0,148.0,2092.0,1440.0,75.91,8.56,0.15,0.12,0.11,355.37,12.1,0.0,alta montaña
HRP Variante 28.2,19.66,2802.0,2443.0,2480.0,1469.0,85.53,8.98,0.13,0.1,0.08,135.04,12.07,0.0,alpinismo ligero
HRP Variante 29.1,18.67,2375.0,2610.0,2557.0,1609.0,88.23,4.99,0.06,0.05,0.05,81.32,6.91,0.0,alta montaña
HRP Variante 29.2,13.33,1685.0,794.0,1993.0,1102.0,83.7,6.9,0.1,0.08,0.06,179.36,9.45,0.0,difícil
HRP Variante 29.3,4.48,1143.0,423.0,2736.0,1683.0,88.65,7.51,0.11,0.1,0.1,65.48,10.37,0.0,alpinismo ligero
HRP Variante 29.4,3.31,808.0,450.0,2828.0,2089.0,85.47,10.55,0.17,0.09,0.07,86.99,12.47,0.0,alta montaña
HRP Variante 30-31.1,26.8,3084.0,3616.0,2886.0,1820.0,86.5,8.17,0.12,0.09,0.07,114.21,11.02,0.0,alpinismo ligero
HRP Variante 30.1,1.25,99.0,330.0,2676.0,2418.0,81.91,6.94,0.1,0.09,0.09,154.37,9.74,0.0,alta montaña
HRP Variante 31.1,10.69,987.0,1116.0,2255.0,1677.0,84.3,7.37,0.11,0.09,0.08,223.2,10.15,0.0,alta montaña
HRP Variante 32.1,26.12,2469.0,2950.0,2551.0,1434.0,82.11,7.2,0.11,0.09,0.08,174.04,9.99,0.0,alpinismo ligero
HRP Variante 33.1,6.22,364.0,336.0,2289.0,2215.0,81.94,7.97,0.1,0.06,0.04,201.58,10.92,0.0,alta montaña
HRP Variante 33.2,23.32,2591.0,2004.0,2513.0,1433.0,85.85,7.05,0.1,0.07,0.06,102.25,9.65,0.0,alta montaña
HRP Variante 34.1,4.37,475.0,312.0,1782.0,1618.0,70.19,7.01,0.11,0.06,0.04,170.03,9.5,0.0,difícil
HRP Variante 35.1,13.33,2050.0,1049.0,2810.0,1750.0,85.69,7.74,0.12,0.09,0.08,143.45,10.75,0.0,alpinismo ligero
HRP Variante 35.2,20.74,3529.0,2839.0,2732.0,1970.0,86.57,8.15,0.12,0.1,0.1,74.36,11.22,0.0,alpinismo ligero
HRP Ã‰tape 20,11.35,2308.0,1422.0,2880.0,1684.0,86.91,8.34,0.12,0.11,0.1,104.49,11.44,0.0,alpinismo ligero
HRP Ã‰tape 23,30.8,2132.0,2739.0,2516.0,1617.0,84.79,7.46,0.11,0.09,0.08,86.32,10.33,0.0,alpinismo ligero
HRP Ã‰tape 24,17.19,2066.0,1991.0,2589.0,1791.0,82.56,8.23,0.13,0.09,0.08,78.86,11.14,0.0,alpinismo ligero
HRP Ã‰tape 25,16.25,1474.0,2258.0,2428.0,1287.0,86.11,6.77,0.09,0.07,0.07,85.7,9.01,0.0,alta montaña
HRP Ã‰tape 26,12.59,2312.0,1323.0,2601.0,1282.0,87.31,6.44,0.1,0.08,0.07,100.7,8.92,0.0,alta montaña
HRP Ã‰tape 27,14.06,1843.0,1879.0,2609.0,1605.0,84.5,8.1,0.12,0.1,0.09,76.97,11.07,0.0,alpinismo ligero
HRP Ã‰tape 28,17.49,1703.0,2721.0,2481.0,1055.0,85.16,7.71,0.12,0.1,0.08,93.79,10.5,0.0,alpinismo ligero
HRP Ã‰tape 29,9.85,2487.0,1151.0,2637.0,1102.0,83.23,13.99,0.2,0.16,0.15,142.12,19.23,0.0,alpinismo técnico
HRP Ã‰tape 30,10.16,917.0,1746.0,2574.0,1609.0,86.5,7.91,0.11,0.09,0.08,156.04,10.71,0.0,alpinismo ligero
HRP Ã‰tape 31,19.12,2681.0,2384.0,2709.0,1604.0,83.71,8.1,0.12,0.1,0.08,103.47,11.16,0.0,alpinismo ligero
HRP Ã‰tape 32,20.75,2042.0,1972.0,2610.0,1836.0,87.4,6.59,0.1,0.07,0.06,126.47,9.05,0.0,alta montaña
HRP Ã‰tape 33,20.64,2338.0,2248.0,2884.0,1915.0,87.87,6.62,0.1,0.07,0.06,89.81,9.24,0.0,alta montaña
HRP Ã‰tape 34,18.17,780.0,1208.0,2050.0,1573.0,78.66,5.21,0.05,0.03,0.02,154.85,7.12,0.0,difícil
HRP Ã‰tape 35,20.41,2451.0,1784.0,2839.0,1573.0,87.17,6.58,0.1,0.08,0.07,111.64,9.06,0.0,alta montaña
HRP Ã‰tape 36,22.45,2170.0,2700.0,2440.0,1710.0,82.41,7.88,0.12,0.08,0.07,54.52,10.95,0.0,alta montaña
Itinerari adaptat Sant Joan de l'Erm,0.37,9.0,6.0,1735.0,1728.0,26.74,2.2,0.0,0.0,0.0,344.26,2.93,0.0,sendero fácil
itinerari de natura dels Gorgs del Torrent de la Cabana,8.09,708.0,708.0,1019.0,765.0,73.2,6.58,0.1,0.07,0.06,33.89,9.09,0.0,difícil
La Balade du Planel,3.07,126.0,79.0,1058.0,989.0,23.36,3.39,0.0,0.0,0.0,81.33,4.0,0.0,sendero fácil
La Boucle de Brassac,6.22,299.0,299.0,701.0,532.0,73.08,4.43,0.05,0.03,0.02,59.33,6.03,0.0,moderado
La Bruyante,8.27,575.0,575.0,1482.0,1122.0,55.92,7.32,0.08,0.04,0.02,35.72,9.45,0.0,moderado
La chapelle de Mailholas par la vallÃ©e du Camedon,7.24,384.0,367.0,307.0,212.0,69.36,5.59,0.07,0.03,0.02,106.18,7.42,0.0,moderado
La Chapelle de Saint-Nicolas - principal,3.57,521.0,304.0,1020.0,742.0,81.94,8.29,0.11,0.08,0.07,284.91,11.61,0.0,difícil
La Chapelle de Saint-Nicolas - variante,0.88,85.0,55.0,967.0,928.0,45.85,9.0,0.14,0.09,0.05,147.83,12.39,0.0,moderado
La Dent d'Orlu,2.26,489.0,25.0,2006.0,1526.0,74.87,7.47,0.12,0.06,0.04,164.21,9.5,0.0,difícil
La ForestiÃ¨re,7.87,1055.0,1077.0,1816.0,1471.0,82.45,8.13,0.13,0.1,0.09,168.51,11.28,0.0,alta montaña
La Molinasa al Port de l'Artiga,21.16,3113.0,2432.0,2481.0,1440.0,83.3,8.55,0.14,0.11,0.09,354.03,11.63,0.0,alpinismo ligero
La Molinasa al Port de Sotllo,7.55,1637.0,590.0,2853.0,1803.0,85.2,8.12,0.12,0.1,0.09,8.04,11.36,0.0,alpinismo ligero
La Olla de Sant JuliÃ  de Cerdanyola,15.72,1843.0,1843.0,1678.0,962.0,83.77,7.63,0.11,0.09,0.07,348.37,10.5,0.0,alta montaña
La Pastorale en BarguillÃ¨re,9.38,961.0,961.0,1662.0,1275.0,78.62,8.75,0.14,0.09,0.08,180.57,11.94,0.0,difícil
La Pobla de Lillet - Pla de la Clusa,10.81,1474.0,687.0,1706.0,849.0,84.78,7.22,0.11,0.08,0.06,222.27,9.86,0.0,difícil
La Pobla de Lillet - Prat Gespador,7.63,1393.0,768.0,1538.0,903.0,83.53,10.46,0.17,0.12,0.09,197.46,14.64,0.0,alpinismo ligero
La Porteille d'Orgeix,7.35,926.0,978.0,1019.0,670.0,77.75,9.28,0.14,0.1,0.08,319.01,12.47,0.0,difícil
La RandonnÃ©e de la Grasale,12.42,1200.0,1081.0,1049.0,537.0,78.03,8.47,0.11,0.06,0.05,269.66,11.12,0.0,difícil
La Seu-Anserall,4.03,320.0,278.0,796.0,690.0,68.64,8.25,0.11,0.05,0.02,5.4,10.46,0.0,moderado
La traversÃ©e des PyrÃ©nÃ©es - sec.2,101.87,11325.0,12094.0,2513.0,923.0,86.22,7.98,0.12,0.09,0.08,279.82,11.0,0.0,alpinismo ligero
La traversÃ©e des PyrÃ©nÃ©es - sec.3,109.88,14264.0,14398.0,2410.0,737.0,86.6,8.51,0.13,0.09,0.08,297.45,11.44,0.0,alpinismo ligero
La traversÃ©e des PyrÃ©nÃ©es - sec.4,106.12,17036.0,16209.0,2236.0,541.0,88.85,8.11,0.12,0.1,0.09,273.62,11.24,0.0,alpinismo ligero
La traversÃ©e des PyrÃ©nÃ©es - sec.5,105.07,14097.0,14206.0,2291.0,537.0,88.81,8.38,0.12,0.1,0.08,281.52,11.44,0.0,alpinismo ligero
La Voie Romaine,9.78,61.0,61.0,251.0,236.0,56.51,1.08,0.01,0.01,0.01,158.46,1.44,0.0,sendero fácil
La Volta a peu al RipollÃ©s,156.99,14276.0,14269.0,2532.0,688.0,87.39,7.45,0.11,0.08,0.07,223.47,10.18,0.0,alpinismo ligero
Lac d'OÃ´ et refuge d'Espingo,6.06,1643.0,817.0,1967.0,1135.0,87.84,8.42,0.13,0.11,0.1,176.72,11.54,0.0,alta montaña
"Lac Vert, Boucle par l'Est",9.21,1906.0,1364.0,2056.0,1138.0,87.33,8.24,0.13,0.11,0.09,203.17,11.55,0.0,alpinismo ligero
LapÃ¨ge et Pladetis,10.07,1072.0,1103.0,1235.0,545.0,76.7,7.7,0.12,0.09,0.07,79.04,10.49,0.0,difícil
l'Arreposador,11.24,1114.0,1108.0,949.0,511.0,87.19,4.61,0.06,0.05,0.05,57.01,6.45,0.0,difícil
Le bois de Marsoulies,14.18,369.0,364.0,377.0,246.0,54.33,3.42,0.01,0.01,0.01,18.52,4.56,0.0,sendero fácil
Le chemin de Cabanac autour de Carla Bayle,9.89,394.0,394.0,399.0,288.0,76.45,4.19,0.05,0.03,0.02,178.75,5.82,0.0,moderado
Le chemin de la Coque et du Vila au dÃ©part du centre Ã©questre,4.1,154.0,147.0,289.0,232.0,39.85,3.94,0.02,0.0,0.0,107.6,5.25,0.0,sendero fácil
"Le chemin de Pataque, de St Laurent et son sentier botanique",3.06,126.0,119.0,272.0,212.0,65.39,4.73,0.06,0.04,0.02,80.41,6.54,0.0,moderado
Le chemin de Saint-Roc,3.54,229.0,186.0,307.0,212.0,69.36,5.58,0.07,0.03,0.03,319.34,7.15,0.0,moderado
Le Chemin des Nobits,7.39,1072.0,1074.0,1063.0,708.0,86.36,8.16,0.12,0.09,0.08,35.66,11.18,0.0,alta montaña
Le chemin des Orris,8.13,1205.0,994.0,2323.0,1644.0,88.4,5.68,0.08,0.07,0.07,174.85,7.81,0.0,alta montaña
Le Chemin des Trois Cascades,8.16,1207.0,851.0,933.0,441.0,80.85,9.58,0.15,0.1,0.08,241.46,13.08,0.0,alta montaña
Le ChÃ¢teau,4.61,32.0,32.0,251.0,236.0,56.51,1.48,0.01,0.01,0.01,6.7,1.97,0.0,sendero fácil
Le cirque de Cagateille,12.5,1971.0,2063.0,2056.0,985.0,88.49,6.68,0.1,0.09,0.08,298.32,9.31,0.0,alta montaña
Le cirque des Crabioules,16.25,2616.0,3347.0,2347.0,1177.0,85.8,9.75,0.15,0.13,0.12,185.58,13.6,0.0,alpinismo ligero
Le Clabary,3.72,138.0,132.0,419.0,304.0,41.07,3.76,0.03,0.01,0.0,70.03,4.74,0.0,sendero fácil
Le Col de Gamel,3.57,469.0,513.0,1388.0,956.0,74.18,9.05,0.13,0.12,0.11,105.1,12.74,0.0,difícil
Le Moulin de la LaurÃ¨de,2.23,254.0,228.0,854.0,751.0,85.39,9.37,0.14,0.11,0.11,145.55,13.1,0.0,alta montaña
Le Palet de Samsom,5.9,633.0,633.0,1003.0,692.0,78.2,7.18,0.09,0.05,0.04,221.7,9.16,0.0,difícil
Le Pas du Facteur,2.69,297.0,261.0,689.0,515.0,83.01,8.98,0.12,0.06,0.05,91.54,12.76,0.0,difícil
Le Pech de Limouzy,5.82,383.0,386.0,692.0,455.0,74.01,6.13,0.08,0.06,0.04,48.61,8.1,0.0,difícil
Le Pic de CircÃ©,10.91,2530.0,1738.0,2396.0,1138.0,87.33,8.08,0.12,0.1,0.09,116.19,11.38,0.0,alpinismo ligero
Le Pic de la Montagnette depuis l'Hospice de France,13.66,1923.0,1842.0,2456.0,1381.0,88.27,5.71,0.08,0.07,0.06,77.98,8.01,0.0,alta montaña
Le Pic de Montgailhard,3.27,258.0,258.0,593.0,436.0,66.83,6.17,0.11,0.07,0.04,324.78,8.48,0.0,moderado
Le Pic de Pradel,6.56,721.0,721.0,2318.0,2018.0,82.23,8.13,0.12,0.08,0.08,47.57,11.25,0.0,alta montaña
Le Pic de QuerquÃ©ou,11.93,1383.0,1344.0,1837.0,865.0,86.12,7.32,0.1,0.08,0.07,32.6,9.58,0.0,difícil
Le Pic du Tarbesou,10.04,974.0,903.0,2342.0,1928.0,84.81,6.19,0.09,0.07,0.06,202.75,8.58,0.0,difícil
Le Picou depuis Brassac,18.41,1644.0,1644.0,1690.0,593.0,83.52,7.49,0.11,0.06,0.05,59.45,10.11,0.0,alta montaña
Le Picou depuis Ganac,21.8,2422.0,1548.0,1614.0,565.0,75.82,8.22,0.12,0.07,0.04,187.44,10.92,0.0,difícil
Le plateau de GÃ©nat,9.24,847.0,428.0,990.0,487.0,79.93,5.79,0.09,0.07,0.05,208.28,7.94,0.0,difícil
Le refuge du Rulhe,12.34,1334.0,1321.0,2247.0,1516.0,83.34,7.65,0.11,0.08,0.07,74.26,10.48,0.0,alta montaña
Le sentier de Montpezat,5.18,327.0,285.0,432.0,288.0,64.48,5.66,0.03,0.03,0.02,80.07,7.33,0.0,moderado
Le sentier des crÃªtes,5.95,292.0,201.0,412.0,299.0,66.31,5.54,0.07,0.04,0.03,21.9,7.48,0.0,moderado
Le Tour de la Pique,9.8,863.0,863.0,851.0,476.0,70.33,6.96,0.1,0.06,0.05,211.12,9.3,0.0,difícil
Le Tour de Vals,5.55,96.0,96.0,364.0,318.0,51.52,1.63,0.0,0.0,0.0,15.39,2.24,0.0,sendero fácil
Les Balcons de la TÃªt,11.07,1949.0,1288.0,1540.0,832.0,86.24,9.04,0.14,0.12,0.11,243.34,12.54,0.0,alta montaña
Les Cascades de l'Artigue,3.57,183.0,180.0,1309.0,1205.0,78.04,5.4,0.06,0.05,0.04,260.74,7.62,0.0,difícil
Les Collines du Vent,38.35,1419.0,1453.0,389.0,186.0,73.32,4.25,0.04,0.02,0.02,312.08,5.84,0.0,difícil
Les CrÃ¨tes du Plantaurel,11.81,813.0,813.0,823.0,476.0,77.05,6.36,0.08,0.05,0.04,285.02,8.66,0.0,difícil
Les crÃªtes de la VallÃ©e du Biros,13.39,1029.0,1617.0,1702.0,966.0,85.08,8.75,0.12,0.08,0.07,99.32,11.7,0.0,alta montaña
Les Orris du Carla,8.96,478.0,590.0,1875.0,1644.0,82.09,5.77,0.09,0.06,0.05,184.06,7.79,0.0,difícil
Les rhododendrons,4.48,534.0,268.0,1906.0,1524.0,68.49,8.35,0.13,0.09,0.08,279.54,11.54,0.0,difícil
Les terrasses de Souribet,1.08,119.0,146.0,465.0,328.0,78.5,6.84,0.08,0.07,0.07,227.48,10.1,0.0,difícil
Les Terrasses du Pech de Foix,1.45,356.0,195.0,615.0,385.0,85.15,8.4,0.11,0.11,0.11,103.2,11.82,0.0,alta montaña
Ller - Padarniu - Vilas del TurbÃ³n - Abella,48.74,4474.0,3553.0,2001.0,922.0,82.53,9.98,0.14,0.09,0.07,57.06,13.22,0.0,alta montaña
L'Ã‰tang d'En Beys,14.89,1246.0,1560.0,1989.0,1145.0,88.31,7.72,0.11,0.1,0.08,224.48,10.82,0.0,alta montaña
Mines VictÃ³ria,9.7,1295.0,1313.0,1561.0,709.0,84.39,8.54,0.13,0.09,0.07,329.21,11.14,0.0,alta montaña
MolÃ­ del Salt de la Llosa,7.76,652.0,435.0,1692.0,1437.0,73.39,7.07,0.09,0.06,0.05,329.45,9.68,0.0,difícil
Muntanya del Coll,6.84,890.0,890.0,1053.0,794.0,87.63,7.95,0.11,0.09,0.08,188.6,10.95,0.0,alta montaña
N20 Sources Sulfureuses,0.52,83.0,68.0,1290.0,1242.0,70.91,11.68,0.16,0.11,0.11,341.79,15.38,0.0,alta montaña
N21 Couillet de Bergon,0.82,51.0,104.0,1624.0,1548.0,44.96,8.81,0.09,0.04,0.0,10.92,10.98,0.0,moderado
Noales - EscanÃ© - Montanuy,5.43,435.0,501.0,1336.0,1041.0,64.63,7.46,0.09,0.04,0.04,27.17,9.99,0.0,moderado
Notre-Dame de Montaut,5.45,297.0,289.0,453.0,281.0,48.52,5.46,0.07,0.02,0.02,341.03,6.74,0.0,sendero fácil
Noves de Segre-Arguestues-PlaÃ§a de Sant Quiri,13.16,1461.0,1461.0,1271.0,650.0,86.71,6.32,0.1,0.08,0.07,318.34,8.79,0.0,difícil
NÃºria-Queralbs per pastures i camins miners,40.03,4123.0,5091.0,2245.0,1149.0,87.39,7.95,0.11,0.1,0.1,340.42,11.14,0.0,alpinismo ligero
Ogassa-Sant MartÃ­ Surroca,7.89,746.0,746.0,1302.0,954.0,80.32,7.39,0.1,0.07,0.06,214.3,10.08,0.0,difícil
OrganyÃ -Basses de Fontanet,5.12,311.0,307.0,671.0,558.0,71.0,5.35,0.09,0.05,0.04,212.89,7.45,0.0,difícil
Os de CivÃ­s-Borda Cremada,3.83,560.0,418.0,1882.0,1488.0,83.97,5.82,0.09,0.08,0.06,253.93,7.84,0.0,difícil
